FIPS,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,State_code
27019,Florida,US,4/3/2020 22:46,44.82017001,-93.8009918,10,0,0,0,
30013,Florida,US,4/3/2020 22:46,47.30797024,-111.3467922,11,0,0,0,
18017,Florida,US,4/3/2020 22:46,40.76135835,-86.34830753,2,0,0,0,
26027,Florida,US,4/3/2020 22:46,41.91522292,-85.99405727,6,1,0,0,
27021,Florida,US,4/3/2020 22:46,46.95043611,-94.32603968,1,0,0,0,
29037,Florida,US,4/3/2020 22:46,38.64789422,-94.353399,21,1,0,0,
31025,Florida,US,4/3/2020 22:46,40.90899107,-96.13971217,2,0,0,0,
38017,Florida,US,4/3/2020 22:46,46.93201724,-97.2444719,46,1,0,0,
48067,Florida,US,4/3/2020 22:46,33.07499881,-94.34646905,4,0,0,0,
16031,Florida,US,4/3/2020 22:46,42.28347888,-113.6012409,3,1,0,0,
48069,Florida,US,4/3/2020 22:46,34.53016752,-102.2617243,9,0,0,0,
37033,Florida,US,4/3/2020 22:46,36.39312665,-79.33353281,1,0,0,0,
22025,Florida,US,4/3/2020 22:46,31.66778967,-91.84526385,6,1,0,0,
37035,Florida,US,4/3/2020 22:46,35.66211129,-81.2132617,20,1,0,0,
13047,Florida,US,4/3/2020 22:46,34.89872298,-85.13757014,6,0,0,0,
36009,Florida,US,4/3/2020 22:46,42.24778241,-78.67923096,9,0,0,0,
36011,Florida,US,4/3/2020 22:46,42.91261714,-76.55731592,6,0,0,0,
24015,Florida,US,4/3/2020 22:46,39.56647682,-75.94627411,25,1,0,0,
19031,Florida,US,4/3/2020 22:46,41.77233777,-91.13246684,11,0,0,0,
29039,Florida,US,4/3/2020 22:46,37.72391475,-93.85445441,5,0,0,0,
42027,Florida,US,4/3/2020 22:46,40.92058903,-77.82200624,32,0,0,0,
19033,Florida,US,4/3/2020 22:46,43.08177563,-93.2612239,10,0,0,0,
8015,Florida,US,4/3/2020 22:46,38.74745778,-106.1926573,18,2,0,0,
1017,Florida,US,4/3/2020 22:46,32.91360079,-85.39072749,80,5,0,0,
48071,Florida,US,4/3/2020 22:46,29.70972016,-94.67154501,11,0,0,0,
17019,Florida,US,4/3/2020 22:46,40.13919438,-88.20046615,51,0,0,0,
39021,Florida,US,4/3/2020 22:46,40.13923427,-83.76875242,5,0,0,0,
29041,Florida,US,4/3/2020 22:46,39.51499357,-92.9629191,4,0,0,0,
24017,Florida,US,4/3/2020 22:46,38.51092331,-76.98580666,90,1,0,0,
51036,Florida,US,4/3/2020 22:46,37.35358063,-77.05634116,4,0,0,0,
46023,Florida,US,4/3/2020 22:46,43.20660134,-98.58856175,1,0,0,0,
45019,Florida,US,4/3/2020 22:46,32.82487866,-79.96512315,247,1,0,0,
26029,Florida,US,4/3/2020 22:46,45.37790017,-85.19614053,5,0,0,0,
12015,Florida,US,4/3/2020 22:46,26.90131002,-81.92949121,43,1,0,0,
51540,French Guiana,US,4/3/2020 22:46,38.03527919,-78.48569588,17,0,0,0,
13049,French Polynesia,US,4/3/2020 22:46,30.78371028,-82.13951596,1,0,0,0,
13051,Fujian,US,4/3/2020 22:46,32.00043026,-81.12489526,58,3,0,0,
37037,Gansu,US,4/3/2020 22:46,35.70394416,-79.25541492,19,0,0,0,
13053,Georgia,US,4/3/2020 22:46,32.34341231,-84.78809239,2,0,0,0,
13055,Georgia,US,4/3/2020 22:46,34.47197698,-85.34535662,3,0,0,0,
20019,Georgia,US,4/3/2020 22:46,37.14994405,-96.2454192,2,0,0,0,
36013,Georgia,US,4/3/2020 22:46,42.2276921,-79.36691763,9,1,0,0,
35005,Georgia,US,4/3/2020 22:46,33.36406072,-104.4665365,13,0,0,0,
47021,Georgia,US,4/3/2020 22:46,36.26136216,-87.08903581,11,0,0,0,
26031,Georgia,US,4/3/2020 22:46,45.44787015,-84.50122149,6,0,0,0,
53007,Georgia,US,4/3/2020 22:46,47.87046092,-120.6173956,20,3,0,0,
36015,Georgia,US,4/3/2020 22:46,42.13891056,-76.7638805,35,0,0,0,
36017,Georgia,US,4/3/2020 22:46,42.49430041,-75.60887553,32,0,0,0,
1019,Georgia,US,4/3/2020 22:46,34.17805983,-85.60638968,5,0,0,0,
13057,Georgia,US,4/3/2020 22:46,34.24393976,-84.47431861,104,5,0,0,
20021,Georgia,US,4/3/2020 22:46,37.16928494,-94.8462897,5,0,0,0,
37039,Georgia,US,4/3/2020 22:46,35.1349263,-84.05970864,11,1,0,0,
40021,Georgia,US,4/3/2020 22:46,35.90692775,-94.99980896,7,0,0,0,
45021,Georgia,US,4/3/2020 22:46,35.05122251,-81.61828622,1,0,0,0,
48073,Georgia,US,4/3/2020 22:46,31.837258,-95.16559897,6,0,0,0,
51550,Georgia,US,4/3/2020 22:46,36.67670048,-76.30545744,50,0,0,0,
33005,Georgia,US,4/3/2020 22:46,42.92015988,-72.25311043,8,0,0,0,
42029,Georgia,US,4/3/2020 22:46,39.97291773,-75.74768357,226,2,0,0,
45023,Georgia,US,4/3/2020 22:46,34.69249168,-81.1583216,7,0,0,0,
47023,Georgia,US,4/3/2020 22:46,35.42527478,-88.6095842,5,0,0,0,
45025,Georgia,US,4/3/2020 22:46,34.64137396,-80.1564014,10,0,0,0,
51041,Georgia,US,4/3/2020 22:46,37.37373208,-77.5868014,89,0,0,0,
28017,Georgia,US,4/3/2020 22:46,33.91983202,-88.9481545,15,2,0,0,
5017,Georgia,US,4/3/2020 22:46,33.26458973,-91.29539209,2,0,0,0,
1021,Georgia,US,4/3/2020 22:46,32.85044126,-86.7173256,15,0,0,0,
26033,Georgia,US,4/3/2020 22:46,46.29552653,-84.54353449,1,0,0,0,
55017,Georgia,US,4/3/2020 22:46,45.06939744,-91.28068855,14,0,0,0,
27025,Georgia,US,4/3/2020 22:46,45.5021011,-92.90861945,4,0,0,0,
50007,Georgia,US,4/3/2020 22:46,44.46322849,-73.08359212,199,4,0,0,
1023,Georgia,US,4/3/2020 22:46,32.02227341,-88.2656443,4,0,0,0,
28019,Georgia,US,4/3/2020 22:46,33.34598242,-89.24809382,7,0,0,0,
40023,Georgia,US,4/3/2020 22:46,34.02807439,-95.54771129,1,0,0,0,
37041,Georgia,US,4/3/2020 22:46,36.12908077,-76.60118385,1,0,0,0,
17021,Georgia,US,4/3/2020 22:46,39.54581621,-89.27780482,17,2,0,0,
21047,Georgia,US,4/3/2020 22:46,36.89267803,-87.49055367,7,0,0,0,
29043,Georgia,US,4/3/2020 22:46,36.9711783,-93.18537118,12,0,0,0,
35006,Georgia,US,4/3/2020 22:46,34.91131525,-107.998876,11,0,0,0,
12017,Georgia,US,4/3/2020 22:46,28.84804315,-82.47614748,28,2,0,0,
41005,Georgia,US,4/3/2020 22:46,45.18787398,-122.2179634,66,3,0,0,
22027,Georgia,US,4/3/2020 22:46,32.82308512,-92.99526883,18,2,0,0,
28021,Georgia,US,4/3/2020 22:46,31.97061673,-90.90702196,1,0,0,0,
47025,Georgia,US,4/3/2020 22:46,36.48319149,-83.65947309,2,0,0,0,
53009,Georgia,US,4/3/2020 22:46,48.04754642,-123.9226319,8,0,0,0,
26035,Georgia,US,4/3/2020 22:46,43.98794227,-84.8481986,2,0,0,0,
45027,Georgia,US,4/3/2020 22:46,33.66610974,-80.21647898,34,1,0,0,
42031,Georgia,US,4/3/2020 22:46,41.19265812,-79.42413524,4,0,0,0,
5019,Georgia,US,4/3/2020 22:46,34.04613432,-93.17484713,27,0,0,0,
17023,Georgia,US,4/3/2020 22:46,39.33425789,-87.78705622,2,0,0,0,
18019,Georgia,US,4/3/2020 22:46,38.48015445,-85.70510334,55,2,0,0,
21049,Georgia,US,4/3/2020 22:46,37.9689263,-84.14615986,8,0,0,0,
32003,Georgia,US,4/3/2020 22:46,36.21458855,-115.0130241,1279,39,0,0,
39023,Georgia,US,4/3/2020 22:46,39.91592258,-83.78498252,7,0,0,0,
46025,Georgia,US,4/3/2020 22:46,44.85834507,-97.72925109,1,0,0,0,
53011,Georgia,US,4/3/2020 22:46,45.77568046,-122.4829204,137,8,0,0,
55019,Georgia,US,4/3/2020 22:46,44.73483377,-90.61207486,6,0,0,0,
1025,Georgia,US,4/3/2020 22:46,31.68099859,-87.83548597,3,0,0,0,
13059,Georgia,US,4/3/2020 22:46,33.95436462,-83.37124007,57,8,0,0,
28023,Georgia,US,4/3/2020 22:46,32.04158545,-88.6889622,4,0,0,0,
51043,Georgia,US,4/3/2020 22:46,39.11271747,-77.99199425,2,0,0,0,
41007,Georgia,US,4/3/2020 22:46,45.99712889,-123.660711,4,0,0,0,
1027,Georgia,US,4/3/2020 22:46,33.26984193,-85.85836077,8,0,0,0,
12019,Georgia,US,4/3/2020 22:46,29.98319144,-81.85609986,69,6,0,0,
13061,Georgia,US,4/3/2020 22:46,31.62221166,-84.97713865,7,0,0,0,
18021,Georgia,US,4/3/2020 22:46,39.39561833,-87.11723506,2,0,0,0,
19041,Georgia,US,4/3/2020 22:46,43.08247182,-95.15096481,2,0,0,0,
20027,Georgia,US,4/3/2020 22:46,39.34948772,-97.16518128,1,0,0,0,
27027,Georgia,US,4/3/2020 22:46,46.89289518,-96.48761922,8,0,0,0,
28025,Georgia,US,4/3/2020 22:46,33.65358105,-88.77784255,7,0,0,0,
29047,Georgia,US,4/3/2020 22:46,39.31132056,-94.41850862,23,0,0,0,
37043,Georgia,US,4/3/2020 22:46,35.05704275,-83.74353633,3,0,0,0,
46027,Georgia,US,4/3/2020 22:46,42.91296147,-96.97656917,3,0,0,0,
47027,Georgia,US,4/3/2020 22:46,36.55151008,-85.53930419,1,0,0,0,
48077,Georgia,US,4/3/2020 22:46,33.78686685,-98.20771198,1,0,0,0,
13063,Georgia,US,4/3/2020 22:46,33.54187245,-84.35594188,195,6,0,0,
19043,Georgia,US,4/3/2020 22:46,42.84443388,-91.34133693,3,0,0,0,
8019,Georgia,US,4/3/2020 22:46,39.68864463,-105.6463118,6,0,0,0,
42033,Georgia,US,4/3/2020 22:46,41.00110782,-78.47592663,5,0,0,0,
27029,Georgia,US,4/3/2020 22:46,47.57992111,-95.37790562,2,0,0,0,
1029,Georgia,US,4/3/2020 22:46,33.67679204,-85.52005899,7,0,0,0,
5023,Georgia,US,4/3/2020 22:46,35.53864922,-92.02640019,64,2,0,0,
39025,Georgia,US,4/3/2020 22:46,39.04847534,-84.15375786,17,1,0,0,
5025,Georgia,US,4/3/2020 22:46,33.89723187,-92.18537045,5,0,0,0,
37045,Georgia,US,4/3/2020 22:46,35.33553364,-81.55204486,10,0,0,0,
40027,Georgia,US,4/3/2020 22:46,35.20413532,-97.32519562,130,7,0,0,
13065,Georgia,US,4/3/2020 22:46,30.91395822,-82.70432472,2,0,0,0,
17027,Georgia,US,4/3/2020 22:46,38.60704876,-89.42385254,8,0,0,0,
18023,Georgia,US,4/3/2020 22:46,40.30319754,-86.47277257,3,0,0,0,
19045,Georgia,US,4/3/2020 22:46,41.89981633,-90.53275096,15,0,0,0,
26037,Georgia,US,4/3/2020 22:46,42.94400871,-84.60145248,49,1,0,0,
29049,Georgia,US,4/3/2020 22:46,39.6013098,-94.40465394,6,0,0,0,
36019,Georgia,US,4/3/2020 22:46,44.74530905,-73.67875352,30,0,0,0,
39027,Georgia,US,4/3/2020 22:46,39.41485808,-83.80852286,6,0,0,0,
42035,Georgia,US,4/3/2020 22:46,41.23255967,-77.63785995,1,0,0,0,
20029,Georgia,US,4/3/2020 22:46,39.48028352,-97.64925343,1,0,0,0,
28027,Georgia,US,4/3/2020 22:46,34.22772299,-90.60415045,26,0,0,0,
13067,Georgia,US,4/3/2020 22:46,33.94243204,-84.5761255,381,18,0,0,
4003,Georgia,US,4/3/2020 22:46,31.87934684,-109.7516088,5,0,0,0,
47029,Georgia,US,4/3/2020 22:46,35.9278914,-83.11828725,1,0,0,0,
4005,Georgia,US,4/3/2020 22:46,35.83883429,-111.7707178,175,5,0,0,
46029,Georgia,US,4/3/2020 22:46,44.97788119,-97.18827677,8,0,0,0,
1031,Georgia,US,4/3/2020 22:46,31.39932826,-85.98901039,5,0,0,0,
13069,Georgia,US,4/3/2020 22:46,31.54892966,-82.8549206,15,0,0,0,
47031,Georgia,US,4/3/2020 22:46,35.49090731,-86.07311784,3,0,0,0,
20031,Georgia,US,4/3/2020 22:46,38.2365018,-95.73379515,18,1,0,0,
1033,Georgia,US,4/3/2020 22:46,34.69847452,-87.80168544,5,0,0,0,
29051,Georgia,US,4/3/2020 22:46,38.50455671,-92.27860244,25,0,0,0,
31037,Georgia,US,4/3/2020 22:46,41.57486951,-97.0868542,1,0,0,0,
45029,Georgia,US,4/3/2020 22:46,32.87582989,-80.67641292,6,0,0,0,
12021,Georgia,US,4/3/2020 22:46,26.11091986,-81.34687065,203,2,0,0,
48085,Georgia,US,4/3/2020 22:46,33.18820114,-96.57264368,227,1,0,0,
48089,Georgia,US,4/3/2020 22:46,29.622098,-96.5273805,4,0,0,0,
13071,Georgia,US,4/3/2020 22:46,31.18810588,-83.7677946,34,2,0,0,
5027,Georgia,US,4/3/2020 22:46,33.21230701,-93.22642793,1,0,0,0,
12023,Georgia,US,4/3/2020 22:46,30.22509788,-82.62160164,4,0,0,0,
13073,Georgia,US,4/3/2020 22:46,33.54534185,-82.263524,32,0,0,0,
36021,Georgia,US,4/3/2020 22:46,42.24819348,-73.63089095,51,2,0,0,
41009,Georgia,US,4/3/2020 22:46,45.94464254,-123.0890898,1,0,0,0,
42037,Georgia,US,4/3/2020 22:46,41.04821986,-76.40565017,15,0,0,0,
53013,Georgia,US,4/3/2020 22:46,46.29442881,-117.9051983,1,0,0,0,
55021,Georgia,US,4/3/2020 22:46,43.46492199,-89.33589004,18,0,0,0,
39029,Georgia,US,4/3/2020 22:46,40.76932373,-80.78094576,26,3,0,0,
37047,Georgia,US,4/3/2020 22:46,34.26744084,-78.65801424,5,0,0,0,
6011,Georgia,US,4/3/2020 22:46,39.17881957,-122.2331726,1,0,0,0,
48091,Georgia,US,4/3/2020 22:46,29.80811278,-98.27647225,18,2,0,0,
40031,Georgia,US,4/3/2020 22:46,34.65973764,-98.47195055,33,0,0,0,
48093,Georgia,US,4/3/2020 22:46,31.94854689,-98.55876441,1,0,0,0,
22029,Georgia,US,4/3/2020 22:46,31.44817835,-91.63814433,10,1,0,0,
1035,Georgia,US,4/3/2020 22:46,31.43401703,-86.99320044,1,0,0,0,
6013,Georgia,US,4/3/2020 22:46,37.91923498,-121.9289527,307,3,0,0,
56009,Georgia,US,4/3/2020 22:46,42.97272268,-105.5081848,3,0,0,0,
5029,Georgia,US,4/3/2020 22:46,35.26205537,-92.70506566,1,1,0,0,
13075,Georgia,US,4/3/2020 22:46,31.16068491,-83.42947229,1,0,0,0,
17031,Georgia,US,4/3/2020 22:46,41.84144849,-87.81658794,6111,141,0,0,
29053,Georgia,US,4/3/2020 22:46,38.844478,-92.80896081,2,0,0,0,
1037,Georgia,US,4/3/2020 22:46,32.93690146,-86.24847739,6,0,0,0,
28029,Georgia,US,4/3/2020 22:46,31.86977774,-90.44565118,11,0,0,0,
36023,Georgia,US,4/3/2020 22:46,42.59509207,-76.07048931,14,0,0,0,
48099,Georgia,US,4/3/2020 22:46,31.39078397,-97.79936155,2,0,0,0,
39031,Georgia,US,4/3/2020 22:46,40.30096166,-81.91729018,10,0,0,0,
8023,Georgia,US,4/3/2020 22:46,37.27732493,-105.4276548,3,0,0,0,
40033,Georgia,US,4/3/2020 22:46,34.28845626,-98.37053567,4,0,0,0,
27033,Georgia,US,4/3/2020 22:46,44.00715262,-95.18138802,5,0,0,0,
1039,Georgia,US,4/3/2020 22:46,31.2477854,-86.45050893,4,0,0,0,
28031,Georgia,US,4/3/2020 22:46,31.63225413,-89.55389939,4,0,0,0,
51580,Georgia,US,4/3/2020 22:46,37.7824656,-79.98631446,1,0,0,0,
13077,Georgia,US,4/3/2020 22:46,33.35334302,-84.76129976,53,2,0,0,
20035,Gibraltar,US,4/3/2020 22:46,37.23781842,-96.83776647,1,0,0,0,
53015,Grand Princess,US,4/3/2020 22:46,46.19074721,-122.6782231,18,0,0,0,
40035,Grand Princess,US,4/3/2020 22:46,36.76268118,-95.20916602,2,0,0,0,
5031,Greenland,US,4/3/2020 22:46,35.83018283,-90.63235729,14,0,0,0,
48103,Guadeloupe,US,4/3/2020 22:46,31.43052248,-102.5143314,2,0,0,0,
37049,Guam,US,4/3/2020 22:46,35.11833364,-77.08398081,13,0,0,0,
5033,Guangdong,US,4/3/2020 22:46,35.58928601,-94.2446814,1,0,0,0,
17033,Guangxi,US,4/3/2020 22:46,39.0032229,-87.75954624,1,0,0,0,
18025,Guizhou,US,4/3/2020 22:46,38.28814402,-86.44518825,3,0,0,0,
19047,Hainan,US,4/3/2020 22:46,42.03718237,-95.3819718,4,0,0,0,
20037,Hawaii,US,4/3/2020 22:46,37.50675523,-94.85245778,4,1,0,0,
26039,Hawaii,US,4/3/2020 22:46,44.68255561,-84.61006219,1,0,0,0,
29055,Hawaii,US,4/3/2020 22:46,37.97663738,-91.30528104,1,0,0,0,
39033,Hawaii,US,4/3/2020 22:46,40.85065156,-82.91989099,7,0,0,0,
42039,Hawaii,US,4/3/2020 22:46,41.68447709,-80.10760592,5,0,0,0,
55023,Hawaii,US,4/3/2020 22:46,43.23870316,-90.93073686,1,0,0,0,
40037,Hebei,US,4/3/2020 22:46,35.90230551,-96.37086028,39,1,0,0,
1041,Heilongjiang,US,4/3/2020 22:46,31.72941803,-86.31593104,1,0,0,0,
13081,Henan,US,4/3/2020 22:46,31.92289565,-83.76811843,23,0,0,0,
5035,Hong Kong,US,4/3/2020 22:46,35.21247318,-90.30839406,37,0,0,0,
41013,Hubei,US,4/3/2020 22:46,44.14230227,-120.356297,1,0,0,0,
5037,Hunan,US,4/3/2020 22:46,35.29631396,-90.77185818,1,0,0,0,
27035,Idaho,US,4/3/2020 22:46,46.48096553,-94.06755609,3,0,0,0,ID
8025,Idaho,US,4/3/2020 22:46,38.32608609,-103.7844965,1,1,0,0,ID
1043,Idaho,US,4/3/2020 22:46,34.13020303,-86.86888037,15,1,0,0,ID
51047,Idaho,US,4/3/2020 22:46,38.48199985,-77.9563087,7,0,0,0,ID
17035,Idaho,US,4/3/2020 22:46,39.27432424,-88.2401158,1,0,0,0,ID
23005,Idaho,US,4/3/2020 22:46,43.8370751,-70.37226999,222,5,0,0,ID
34011,Idaho,US,4/3/2020 22:46,39.37199394,-75.10712559,36,1,0,0,ID
37051,Idaho,US,4/3/2020 22:46,35.04762133,-78.82623165,35,0,0,0,ID
42041,Idaho,US,4/3/2020 22:46,40.1625372,-77.26130755,45,2,0,0,ID
47035,Idaho,US,4/3/2020 22:46,35.95271721,-84.99840585,22,0,0,0,ID
51049,Idaho,US,4/3/2020 22:46,37.51328851,-78.24398086,1,0,0,0,ID
31039,Idaho,US,4/3/2020 22:46,41.91637624,-96.78730772,1,0,0,0,ID
37053,Idaho,US,4/3/2020 22:46,36.36123664,-75.95876401,2,0,0,0,ID
35009,Idaho,US,4/3/2020 22:46,34.57421077,-103.3468876,6,0,0,0,ID
8027,Idaho,US,4/3/2020 22:46,38.10883162,-105.3683478,1,0,0,0,ID
16037,Idaho,US,4/3/2020 22:46,44.24186819,-114.2855494,2,0,0,0,ID
40039,Idaho,US,4/3/2020 22:46,35.63853802,-99.00170785,5,0,0,0,ID
39035,Idaho,US,4/3/2020 22:46,41.424119,-81.65918339,780,13,0,0,ID
13083,Idaho,US,4/3/2020 22:46,34.8549167,-85.50490424,1,1,0,0,ID
27037,Idaho,US,4/3/2020 22:46,44.67172617,-93.06299363,54,0,0,0,ID
1045,Idaho,US,4/3/2020 22:46,31.43037123,-85.61095742,1,0,0,0,ID
1047,Idaho,US,4/3/2020 22:46,32.32688101,-87.1086671,7,0,0,0,ID
19049,Idaho,US,4/3/2020 22:46,41.68560356,-94.04127625,33,0,0,0,ID
48113,Idaho,US,4/3/2020 22:46,32.76670599,-96.7779605,921,17,0,0,ID
55025,Idaho,US,4/3/2020 22:46,43.06601594,-89.41733797,252,5,0,0,ID
51590,Idaho,US,4/3/2020 22:46,36.58022376,-79.40395668,9,0,0,0,ID
37055,Idaho,US,4/3/2020 22:46,35.66520691,-75.71767334,3,0,0,0,ID
39037,Idaho,US,4/3/2020 22:46,40.13412966,-84.6194517,28,1,0,0,ID
45031,Idaho,US,4/3/2020 22:46,34.33358335,-79.96027485,15,0,0,0,ID
42043,Idaho,US,4/3/2020 22:46,40.41377078,-76.77993242,79,1,0,0,ID
37057,Idaho,US,4/3/2020 22:46,35.79115496,-80.21256572,51,0,0,0,ID
47037,Illinois,US,4/3/2020 22:46,36.17007426,-86.78646056,685,6,0,0,IL
37059,Illinois,US,4/3/2020 22:46,35.93099927,-80.54496571,12,2,0,0,IL
21059,Illinois,US,4/3/2020 22:46,37.73028906,-87.0901948,34,1,0,0,IL
49011,Illinois,US,4/3/2020 22:46,40.99001837,-112.1139997,122,1,0,0,IL
46035,Illinois,US,4/3/2020 22:46,43.67490933,-98.14458906,3,0,0,0,IL
13085,Illinois,US,4/3/2020 22:46,34.44244079,-84.16964071,13,0,0,0,IL
31047,Illinois,US,4/3/2020 22:46,40.87028216,-99.8201461,1,0,0,0,IL
48115,Illinois,US,4/3/2020 22:46,32.74255572,-101.9477242,5,0,0,0,IL
22031,Illinois,US,4/3/2020 22:46,32.05457447,-93.74130302,46,2,0,0,IL
17039,Illinois,US,4/3/2020 22:46,40.17514519,-88.90959682,1,0,0,0,IL
1049,Illinois,US,4/3/2020 22:46,34.45946862,-85.80782906,10,0,0,0,IL
13089,Illinois,US,4/3/2020 22:46,33.76944049,-84.22396017,448,8,0,0,IL
17037,Illinois,US,4/3/2020 22:46,41.89373302,-88.76958483,16,0,0,0,IL
18033,Illinois,US,4/3/2020 22:46,41.39804622,-84.99906934,3,0,0,0,IL
29063,Illinois,US,4/3/2020 22:46,39.89201062,-94.40476508,1,0,0,0,IL
,Illinois,US,4/3/2020 22:46,35.97616272,-85.83689361,5,0,0,0,IL
,Illinois,US,4/3/2020 22:46,27.18677893,-81.80941373,9,1,0,0,IL
28033,Illinois,US,4/3/2020 22:46,34.87625235,-89.99091418,111,1,0,0,IL
48123,Illinois,US,4/3/2020 22:46,29.08101855,-97.3568117,6,0,0,0,IL
48117,Illinois,US,4/3/2020 22:46,34.96522957,-102.6054267,3,0,0,0,IL
18029,Illinois,US,4/3/2020 22:46,39.14647946,-84.97333539,25,1,0,0,IL
13087,Illinois,US,4/3/2020 22:46,30.87967778,-84.57619536,12,0,0,0,IL
18031,Illinois,US,4/3/2020 22:46,39.30712658,-85.50087166,70,4,0,0,IL
30023,Illinois,US,4/3/2020 22:46,46.05953325,-113.073353,3,0,0,0,IL
39039,Illinois,US,4/3/2020 22:46,41.32398837,-84.49076944,7,0,0,0,IL
6015,Illinois,US,4/3/2020 22:46,41.74228275,-123.8974063,1,0,0,0,IL
18035,Illinois,US,4/3/2020 22:46,40.22787247,-85.39732772,30,1,0,0,IL
36025,Illinois,US,4/3/2020 22:46,42.19837623,-74.96709306,24,1,0,0,IL
39041,Illinois,US,4/3/2020 22:46,40.27942393,-83.00457058,61,1,0,0,IL
40041,Illinois,US,4/3/2020 22:46,36.40823634,-94.80325046,11,0,0,0,IL
42045,Illinois,US,4/3/2020 22:46,39.91680171,-75.40243663,542,10,0,0,IL
8029,Illinois,US,4/3/2020 22:46,38.86246243,-107.8631342,1,0,0,0,IL
26041,Illinois,US,4/3/2020 22:46,45.9048491,-86.9080745,5,0,0,0,IL
48121,Illinois,US,4/3/2020 22:46,33.20521901,-97.11691153,273,6,0,0,IL
8031,Illinois,US,4/3/2020 22:46,39.76018276,-104.8725695,643,11,0,0,IL
19057,Illinois,US,4/3/2020 22:46,40.92012606,-91.18326592,1,0,0,0,IL
41017,Illinois,US,4/3/2020 22:46,43.91570171,-121.2289121,36,0,0,0,IL
5041,Illinois,US,4/3/2020 22:46,33.83011025,-91.25500948,2,0,0,0,IL
46039,Illinois,US,4/3/2020 22:46,44.75994309,-96.66943645,1,0,0,0,IL
19059,Illinois,US,4/3/2020 22:46,43.37787725,-95.1510206,1,0,0,0,IL
26043,Illinois,US,4/3/2020 22:46,46.00999672,-87.86961634,1,1,0,0,IL
47043,Illinois,US,4/3/2020 22:46,36.14669837,-87.35891709,21,0,0,0,IL
45033,Illinois,US,4/3/2020 22:46,34.39007791,-79.37741872,1,0,0,0,IL
11001,Illinois,US,4/3/2020 22:46,38.90417773,-77.01655992,757,15,0,0,IL
38023,Illinois,US,4/3/2020 22:46,48.8149387,-103.4873611,1,0,0,0,IL
13091,Illinois,US,4/3/2020 22:46,32.17265114,-83.16948926,5,0,0,0,IL
27039,Illinois,US,4/3/2020 22:46,44.02238415,-92.86244324,10,0,0,0,IL
31053,Illinois,US,4/3/2020 22:46,41.58071748,-96.65598179,5,0,0,0,IL
55027,Illinois,US,4/3/2020 22:46,43.41576662,-88.70928178,14,0,0,0,IL
35013,Illinois,US,4/3/2020 22:46,32.35275771,-106.8329387,23,0,0,0,IL
20043,Illinois,US,4/3/2020 22:46,39.79067154,-95.14056866,1,0,0,0,IL
48129,Illinois,US,4/3/2020 22:46,34.96517499,-100.8140093,5,0,0,0,IL
13093,Illinois,US,4/3/2020 22:46,32.15630737,-83.79746561,12,0,0,0,IL
55029,Illinois,US,4/3/2020 22:46,44.95856458,-87.30002707,2,0,0,0,IL
24019,Illinois,US,4/3/2020 22:46,38.45413522,-76.02752426,1,0,0,0,IL
45035,Illinois,US,4/3/2020 22:46,33.0794369,-80.40502652,36,0,0,0,IL
13095,Illinois,US,4/3/2020 22:46,31.53328528,-84.21722377,560,30,0,0,IL
8035,Illinois,US,4/3/2020 22:46,39.33133796,-104.930001,171,1,0,0,IL
13097,Illinois,US,4/3/2020 22:46,33.70291126,-84.77026156,71,4,0,0,IL
17041,Illinois,US,4/3/2020 22:46,39.76768052,-88.21854195,9,0,0,0,IL
20045,Illinois,US,4/3/2020 22:46,38.88503636,-95.2925121,31,0,0,0,IL
27041,Illinois,US,4/3/2020 22:46,45.93348491,-95.45335469,1,0,0,0,IL
31055,Illinois,US,4/3/2020 22:46,41.29518299,-96.15085305,124,1,0,0,IL
32005,Illinois,US,4/3/2020 22:46,38.912862,-119.6171333,7,0,0,0,IL
41019,Illinois,US,4/3/2020 22:46,43.27941273,-123.167291,9,0,0,0,IL
53017,Indiana,US,4/3/2020 22:46,47.7361335,-119.692937,6,0,0,0,IN
55031,Indiana,US,4/3/2020 22:46,46.43222285,-91.91595768,7,0,0,0,IN
5043,Indiana,US,4/3/2020 22:46,33.59035001,-91.71777921,1,0,0,0,IN
17043,Indiana,US,4/3/2020 22:46,41.85116968,-88.08642662,500,16,0,0,IN
18037,Indiana,US,4/3/2020 22:46,38.36597551,-86.8792417,3,0,0,0,IN
19061,Indiana,US,4/3/2020 22:46,42.46815349,-90.88181925,23,1,0,0,IN
49013,Indiana,US,4/3/2020 22:46,40.29772254,-110.425237,1,0,0,0,IN
,Indiana,US,4/3/2020 22:46,41.40674725,-70.68763497,16,0,0,0,IN
29069,Indiana,US,4/3/2020 22:46,36.27167174,-90.09122243,6,0,0,0,IN
38025,Indiana,US,4/3/2020 22:46,47.35423935,-102.6160468,1,0,0,0,IN
55033,Indiana,US,4/3/2020 22:46,44.94562799,-91.8962481,5,0,0,0,IN
37061,Indiana,US,4/3/2020 22:46,34.93449805,-77.93140529,4,0,0,0,IN
37063,Indiana,US,4/3/2020 22:46,36.03638492,-78.87608331,159,0,0,0,IN
36027,Indiana,US,4/3/2020 22:46,41.7648606,-73.74356679,809,5,0,0,IN
12031,Indiana,US,4/3/2020 22:46,30.33225875,-81.66976468,323,9,0,0,IN
